Wall time,Step,Value
1781110006.6772993,49,0.8888888955116272
1781110025.1283197,99,1.0
1781110044.3113363,149,0.800000011920929
1781110063.8658388,199,0.5
1781110085.467102,249,0.800000011920929
1781110107.1714725,299,0.7142857313156128
1781110128.5965216,349,0.7142857313156128
1781110150.5021858,399,0.9285714030265808
1781110171.828194,449,0.75
1781110193.7639737,499,0.6363636255264282
1781110294.058934,549,0.5
1781110315.6278594,599,0.9166666865348816
1781110337.387611,649,0.9090909361839294
1781110356.7634082,699,0.800000011920929
1781110377.6937551,749,1.0
1781110398.577494,799,0.699999988079071
1781110420.3875637,849,0.8999999761581421
1781110442.310746,899,0.8888888955116272
1781110464.7621164,949,0.6842105388641357
1781110486.706984,999,0.9090909361839294
1781110587.711989,1049,0.7857142686843872
1781110609.0871785,1099,0.9166666865348816
1781110629.3216076,1149,0.9230769276618958
1781110650.8093567,1199,0.800000011920929
1781110672.7748,1249,0.800000011920929
1781110693.170335,1299,1.0
1781110714.5615156,1349,1.0
1781110735.4587998,1399,0.8571428656578064
1781110756.4719748,1449,0.7272727489471436
1781110776.7617707,1499,0.8461538553237915
1781110876.7429614,1549,0.7692307829856873
1781110897.4534824,1599,0.6666666865348816
1781110918.1349423,1649,0.8666666746139526
1781110939.8174713,1699,0.7692307829856873
1781110960.5787222,1749,0.9333333373069763
1781110981.6667738,1799,0.7142857313156128
1781111003.1308494,1849,0.8571428656578064
1781111024.8959153,1899,0.6000000238418579
1781111046.4936566,1949,0.47058823704719543
1781111067.0825891,1999,0.8999999761581421
1781111166.5818014,2049,0.8333333134651184
1781111187.677798,2099,0.8181818127632141
1781111209.8183472,2149,0.9444444179534912
1781111230.235565,2199,0.5714285969734192
1781111251.8626518,2249,0.875
1781111273.8104367,2299,0.9230769276618958
1781111293.6691008,2349,0.8888888955116272
1781111314.2202594,2399,0.9230769276618958
1781111336.0785067,2449,0.8571428656578064
1781111357.3862767,2499,0.8125
1781111457.4160428,2549,1.0
1781111478.3557477,2599,0.8181818127632141
1781111500.5828242,2649,0.9090909361839294
1781111523.3070834,2699,0.9166666865348816
1781111544.7737262,2749,0.8181818127632141
1781111566.692451,2799,0.800000011920929
1781111587.180056,2849,0.800000011920929
1781111607.4875941,2899,0.8888888955116272
1781111628.2172582,2949,0.8181818127632141
1781111649.5565073,2999,0.9090909361839294
1781111749.798246,3049,0.8666666746139526
1781111770.857862,3099,0.9230769276618958
1781111791.3519862,3149,0.875
1781111812.5138125,3199,1.0
1781111833.574712,3249,0.9166666865348816
1781111855.1125238,3299,0.800000011920929
1781111876.8380415,3349,0.8888888955116272
1781111898.388136,3399,0.8333333134651184
1781111919.7395034,3449,0.9166666865348816
1781111940.4193304,3499,0.8181818127632141
1781112039.878776,3549,0.9285714030265808
1781112060.924181,3599,1.0
1781112081.5378706,3649,0.9166666865348816
1781112102.0833561,3699,0.7692307829856873
1781112123.6724572,3749,0.9166666865348816
1781112145.3360398,3799,0.8235294222831726
1781112168.3663013,3849,0.8235294222831726
1781112190.3668778,3899,0.699999988079071
1781112211.1147628,3949,0.699999988079071
1781112232.3252962,3999,0.9166666865348816
1781112331.7183979,4049,0.800000011920929
1781112352.038765,4099,0.8571428656578064
1781112372.1322358,4149,0.5882353186607361
1781112394.1974711,4199,1.0
1781112415.0168085,4249,0.9090909361839294
1781112436.7882793,4299,0.8571428656578064
1781112459.0623727,4349,0.8333333134651184
1781112479.5030928,4399,0.7272727489471436
1781112501.9129531,4449,1.0
1781112523.2390232,4499,0.9285714030265808
1781112623.1266336,4549,0.9166666865348816
1781112644.7443497,4599,0.9090909361839294
1781112666.7503974,4649,0.7333333492279053
1781112687.1242073,4699,0.6666666865348816
1781112707.842226,4749,1.0
1781112729.3467376,4799,0.9090909361839294
1781112750.6390998,4849,0.75
1781112774.5944705,4899,1.0
1781112796.085369,4949,0.9166666865348816
1781112817.1607926,4999,1.0
1781112916.7841923,5049,0.8333333134651184
1781112938.8446255,5099,0.8333333134651184
1781112961.5123117,5149,1.0
1781112982.69504,5199,0.699999988079071
1781113004.1127565,5249,0.8461538553237915
1781113024.9363315,5299,0.7692307829856873
1781113047.4446833,5349,0.6666666865348816
1781113068.6143892,5399,0.800000011920929
1781113091.1178093,5449,0.8333333134651184
1781113111.1059515,5499,0.9166666865348816
1781113211.103162,5549,1.0
1781113233.4355233,5599,0.7777777910232544
1781113254.109304,5649,0.9285714030265808
1781113276.0228386,5699,0.7058823704719543
1781113297.4758132,5749,0.9090909361839294
1781113319.0635633,5799,1.0
1781113341.0080755,5849,0.8461538553237915
1781113362.1641545,5899,0.9166666865348816
1781113383.6904051,5949,0.9375
1781113405.6909304,5999,0.9230769276618958
1781113506.620206,6049,0.9090909361839294
1781113527.709546,6099,0.800000011920929
1781113548.9526918,6149,0.8333333134651184
1781113571.7449884,6199,0.8181818127632141
1781113592.6933618,6249,0.9285714030265808
1781113613.638592,6299,0.7777777910232544
1781113634.9400177,6349,0.8571428656578064
1781113655.6282156,6399,1.0
1781113675.27518,6449,0.7777777910232544
1781113695.5776272,6499,0.9230769276618958
1781113794.85734,6549,1.0
1781113815.985141,6599,0.692307710647583
1781113838.4987504,6649,0.7692307829856873
1781113859.432668,6699,0.8999999761581421
1781113883.0689034,6749,0.9090909361839294
1781113904.1045713,6799,1.0
1781113924.6690912,6849,0.800000011920929
1781113946.7358503,6899,1.0
1781113967.1738186,6949,1.0
1781113986.841283,6999,1.0
1781114086.9447706,7049,0.6000000238418579
1781114107.6590452,7099,0.6363636255264282
1781114129.9505262,7149,0.9285714030265808
1781114150.6349952,7199,0.9230769276618958
1781114172.6323671,7249,0.9375
1781114194.4208977,7299,1.0
1781114217.0111358,7349,0.9285714030265808
1781114238.1021807,7399,0.7142857313156128
1781114261.2979822,7449,0.8888888955116272
1781114282.2276244,7499,0.7777777910232544
1781114381.238543,7549,0.8947368264198303
1781114402.1128693,7599,0.8999999761581421
1781114423.3053937,7649,0.75
1781114445.462973,7699,0.9166666865348816
1781114466.6973271,7749,0.6363636255264282
1781114487.6910937,7799,0.6363636255264282
1781114508.527263,7849,0.699999988079071
1781114529.8450034,7899,0.7777777910232544
1781114551.1648223,7949,0.9285714030265808
1781114574.2280793,7999,0.8461538553237915
1781114673.528114,8049,0.9166666865348816
1781114695.071174,8099,1.0
1781114716.5636222,8149,0.875
1781114737.8530388,8199,0.800000011920929
1781114759.469858,8249,0.9166666865348816
1781114780.688573,8299,1.0
1781114801.373252,8349,0.875
1781114823.1501172,8399,0.8181818127632141
1781114844.3169138,8449,0.9090909361839294
1781114864.5368726,8499,0.8571428656578064
1781114964.9582033,8549,1.0
1781114986.0116487,8599,0.8181818127632141
1781115007.2679977,8649,0.8125
1781115028.951085,8699,0.8571428656578064
1781115050.2409356,8749,0.6666666865348816
1781115070.2678287,8799,1.0
1781115091.8422034,8849,0.8235294222831726
1781115113.1446087,8899,1.0
1781115133.4823842,8949,1.0
1781115154.845583,8999,0.9375
1781115175.8822458,9049,0.875
1781115196.7522414,9099,0.8333333134651184
1781115218.3521395,9149,1.0
1781115239.0830727,9199,1.0
1781115261.781378,9249,1.0
1781115284.2544317,9299,1.0
1781115383.7507045,9349,0.75
1781115405.3646302,9399,1.0
1781115427.1605847,9449,1.0
1781115449.3373723,9499,0.9166666865348816
1781115470.9715803,9549,0.9090909361839294
1781115492.5481157,9599,1.0
1781115513.2321036,9649,0.9375
1781115534.249981,9699,1.0
1781115555.4192705,9749,1.0
1781115576.0223455,9799,1.0
1781115674.5261576,9849,1.0
1781115696.4132555,9899,1.0
1781115718.0985537,9949,1.0
1781115740.1771717,9999,0.8333333134651184
1781115761.198675,10049,0.9090909361839294
1781115783.504467,10099,0.8666666746139526
1781115804.8310263,10149,0.6666666865348816
1781115826.3909864,10199,0.9090909361839294
1781115846.9865315,10249,0.9166666865348816
1781115868.2442925,10299,1.0
1781115968.659971,10349,1.0
1781115989.4692364,10399,0.75
1781116009.9367917,10449,0.800000011920929
1781116031.1507213,10499,1.0
1781116052.770368,10549,0.8999999761581421
1781116073.615661,10599,1.0
1781116094.8764796,10649,0.9333333373069763
1781116116.0073361,10699,1.0
1781116136.0108929,10749,1.0
1781116157.6076422,10799,1.0
1781116257.7827282,10849,0.7692307829856873
1781116278.4598556,10899,0.9411764740943909
1781116300.7348807,10949,0.9166666865348816
1781116321.1159317,10999,0.75
1781116342.6464357,11049,0.8999999761581421
1781116363.3997755,11099,0.8999999761581421
1781116384.5433538,11149,1.0
1781116407.2100177,11199,0.800000011920929
1781116429.638904,11249,1.0
1781116449.7976177,11299,0.875
1781116549.165208,11349,0.8888888955116272
1781116569.7226865,11399,1.0
1781116591.36578,11449,0.875
1781116612.66306,11499,1.0
1781116634.9401052,11549,1.0
1781116656.1222308,11599,0.9166666865348816
1781116677.546359,11649,0.7777777910232544
1781116697.716398,11699,0.875
1781116719.1391935,11749,0.7857142686843872
1781116739.7614322,11799,0.9285714030265808
1781116838.793971,11849,1.0
1781116861.5120919,11899,1.0
1781116882.964547,11949,0.8571428656578064
1781116905.0956485,11999,0.9285714030265808
1781116926.6038334,12049,0.9166666865348816
1781116947.0637496,12099,0.9090909361839294
1781116968.830022,12149,0.8181818127632141
1781116989.7395926,12199,0.9285714030265808
1781117011.4434676,12249,0.9230769276618958
1781117035.12579,12299,1.0
1781117134.268005,12349,1.0
1781117156.26756,12399,0.7142857313156128
1781117176.746349,12449,0.8333333134651184
1781117197.696536,12499,0.8823529481887817
1781117219.175627,12549,0.8888888955116272
1781117241.0092008,12599,0.875
1781117262.671361,12649,1.0
1781117282.840899,12699,0.8888888955116272
1781117303.534082,12749,0.9473684430122375
1781117324.648257,12799,0.9090909361839294
1781117424.3494682,12849,0.7777777910232544
1781117446.7398546,12899,1.0
1781117467.9590328,12949,0.9230769276618958
1781117488.8899329,12999,0.9411764740943909
1781117511.6928525,13049,0.8571428656578064
1781117533.621683,13099,1.0
1781117555.2093537,13149,1.0
1781117578.2689512,13199,0.9230769276618958
1781117599.5079176,13249,1.0
1781117619.9888878,13299,1.0
1781117718.9950957,13349,1.0
1781117741.304103,13399,0.8333333134651184
1781117761.8351068,13449,0.9166666865348816
1781117783.9572697,13499,0.9090909361839294
1781117805.142352,13549,0.8333333134651184
1781117826.20239,13599,1.0
1781117847.751357,13649,0.9230769276618958
1781117870.3277326,13699,1.0
1781117890.6521413,13749,1.0
1781117911.9404619,13799,1.0
